"id"	"hs02"	"name"
"010205"	"0205"	"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen."
"01020500"	"020500"	"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen"
"010206"	"0206"	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules"
"01020610"	"020610"	"Edible offal of bovine animals, fresh/chilled"
"01020621"	"020621"	"Tongues of bovine animals, frozen"
"01020622"	"020622"	"Livers of bovine animals, frozen"
"01020629"	"020629"	"Edible offal of bovine animals (excl. tongues & livers), frozen"
"01020630"	"020630"	"Edible offal of swine, fresh/chilled"
"01020641"	"020641"	"Livers of swine, frozen"
"01020649"	"020649"	"Edible offal of swine (excl. liver), frozen"
"01020680"	"020680"	"Edible offal, n.e.s., fresh/chilled"
"01020690"	"020690"	"Edible offal, n.e.s., frozen"
"010207"	"0207"	"Meat and edible offal, of the poultry of heading 01.05"
"01020711"	"020711"	"Meat of fowls of species Gallus domesticus, not cut in pieces, fresh/chille ..."
"01020712"	"020712"	"Meat of fowls of species Gallus domesticus, not cut in pieces, frozen"
"01020713"	"020713"	"Cuts & edible offal of species Gallus domesticus, fresh/chilled"
"01020714"	"020714"	"Cuts & edible offal of species Gallus domesticus, frozen"
"01020724"	"020724"	"Meat of turkeys, not cut in pieces, fresh/chilled"
"01020725"	"020725"	"Meat of turkeys, not cut in pieces, frozen"
"01020726"	"020726"	"Cuts & edible offal of turkey, fresh/chilled"
"01020727"	"020727"	"Cuts & edible offal of turkey, frozen"
"01020732"	"020732"	"Meat of ducks/geese/guinea fowls, not cut in pieces, fresh/chilled"
"01020733"	"020733"	"Meat of ducks/geese/guinea fowls, not cut in pieces, frozen"
"01020734"	"020734"	"Fatty livers of ducks/geese/guinea fowls, fresh/chilled"
"01020735"	"020735"	"Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207 ..."
"01020736"	"020736"	"Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207 ..."
"010208"	"0208"	"Other meat and edible meat offal, fresh, chilled or frozen."
"01020810"	"020810"	"Meat & edible meat offal of rabbits/hares, fresh/chilled/frozen"
"01020820"	"020820"	"Frogs' legs, fresh/chilled/frozen"
"01020830"	"020830"	"Meat & edible meat offal of primates, fresh/chilled/frozen"
"01020840"	"020840"	"Meat & edible offal of whales, dolphins & porpoises (order Cetacea); of man ..."
"01020850"	"020850"	"Meat & edible offal of reptiles, incl. snakes & turtles, fresh/chilled/froz ..."
"01020890"	"020890"	"Meat & edible meat offal, n.e.s., fresh/chilled/frozen"
"010209"	"0209"	"Pig fat, free of lean meat, and poultry fat"
"01020900"	"020900"	"Pig fat (free of lean meat) & poultry fat (not rendered/othw. extracted), f ..."
"010210"	"0210"	"Meat and edible meat offal, salted, in brine, dried or smoked"
"01021011"	"021011"	"Hams, shoulders & cuts thereof , of swine, salted/in brine/dried/smoked, bo ..."
"01021012"	"021012"	"Bellies (streaky) & cuts thereof , of swine, salted/in brine/dried/smoked"
"01021019"	"021019"	"Meat of swine (excl. hams/shoulders & cuts thereof & bellies (streaky) & cu ..."
"01021020"	"021020"	"Meat of bovine animals, salted/in brine/dried/smoked"
"01021091"	"021091"	"Meat & edible meat offal of primates, salted/in brine/dried/smoked, incl. e ..."
"01021092"	"021092"	"Meat & edible meat offal of whales/dolphins/porpoises (order Cetacea)/manat ..."
"01021093"	"021093"	"Meat & edible meat offal of reptiles, incl. snakes & turtles, salted/in bri ..."
"01021099"	"021099"	"Meat & edible meat offal, n.e.s., salted/in brine/dried/smoked, incl. edibl ..."
"0103"	"03"	"Fish and crustaceans, molluscs and other aquatic invertebrates"
"010301"	"0301"	"Live fish."
"01030110"	"030110"	"Live ornamental fish"
"01030191"	"030191"	"Live trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apach ..."
"01030192"	"030192"	"Live eels (Anguilla spp.)"
"01030193"	"030193"	"Live carp"
"01030199"	"030199"	"Live fish, n.e.s."
"010302"	"0302"	"Fish, fresh or chilled, excluding fish fillets"
"01030211"	"030211"	"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chr ..."
"01030212"	"030212"	"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for s ..."
"01030219"	"030219"	"Salmonidae (excl. of 0302.11 & 0302.12; excl. fillets/oth. fish meat of 03. ..."
"01030221"	"030221"	"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis ..."
"01030222"	"030222"	"Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/oth. fish meat ..."
"01030223"	"030223"	"Sole (Solea spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/liv ..."
"01030229"	"030229"	"Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species i ..."
"01030231"	"030231"	"Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/ ..."
"01030232"	"030232"	"Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/oth. fish ..."
"01030233"	"030233"	"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chil ..."
"01030234"	"030234"	"Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/oth. fish meat  ..."
"01030235"	"030235"	"Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/oth. fish mea ..."
"01030236"	"030236"	"Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/oth ..."
"01030239"	"030239"	"Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. f ..."
"01030240"	"030240"	"Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/oth. fish ..."
"01030250"	"030250"	"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/oth. fi ..."
"01030261"	"030261"	"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/ ..."
"01030262"	"030262"	"Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/oth. fish  ..."
"01030263"	"030263"	"Coalfish (Pollachius virens), fresh/chilled (excl. fillets/oth. fish meat o ..."
"01030264"	"030264"	"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. f ..."
"01030265"	"030265"	"Dogfish & oth. sharks, fresh/chilled (excl. fillets/oth. fish meat of 03.04 ..."
"01030266"	"030266"	"Eels (Anguilla spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/ ..."
"01030269"	"030269"	"Fish, n.e.s., fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & ..."
"01030270"	"030270"	"Fish livers & roes, fresh/chilled"
"010303"	"0303"	"Fish, frozen, excluding fish fillets"
"01030311"	"030311"	"Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/oth ..."
"01030319"	"030319"	"Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhod ..."
"01030321"	"030321"	"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chr ..."
"01030322"	"030322"	"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl.  ..."
"01030329"	"030329"	"Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/oth. fish me ..."
"01030331"	"030331"	"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis ..."
"01030332"	"030332"	"Plaice (Pleuronectes platessa), frozen (excl. fillets/oth. fish meat of 03. ..."
"01030333"	"030333"	"Sole (Solea spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers & r ..."
"01030339"	"030339"	"Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species i ..."
"01030341"	"030341"	"Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/oth. fi ..."
"01030342"	"030342"	"Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/oth. fish meat o ..."
"01030343"	"030343"	"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (ex ..."
"01030344"	"030344"	"Bigeye tunas (Thunnus obesus), frozen (excl. fillets/oth. fish meat of 03.0 ..."
"01030345"	"030345"	"Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/oth. fish meat of 03 ..."
"01030346"	"030346"	"Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/oth. fish  ..."
"01030349"	"030349"	"Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/oth. fish meat of 0 ..."
"01030350"	"030350"	"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ..."
"01030360"	"030360"	"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ..."
"01030371"	"030371"	"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/ ..."
"01030372"	"030372"	"Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/oth. fish meat of ..."
"01030373"	"030373"	"Coalfish (Pollachius virens), frozen (excl. fillets/oth. fish meat of 03.04 ..."
"01030374"	"030374"	"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/ ..."
"01030375"	"030375"	"Dogfish & oth. sharks, frozen (excl. fillets/oth. fish meat of 03.04/livers ..."
"01030376"	"030376"	"Eels (Anguilla spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers  ..."
"01030377"	"030377"	"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/oth. fish  ..."
"01030378"	"030378"	"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/oth. fish mea ..."
"01030379"	"030379"	"Fish, n.e.s., frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)"
"01030380"	"030380"	"Fish livers & roes, frozen"
"010304"	"0304"	"Fish fillets and other fish meat (whether or not minced)"
"01030410"	"030410"	"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ..."
"01030420"	"030420"	"Fish fillets, frozen"
"01030490"	"030490"	"Fish meat other than fillets, frozen"
"010305"	"0305"	"Fish, dried, salted or in brine;"
"01030510"	"030510"	"Flours, meals & pellets of fish, fit for human consumption"
"01030520"	"030520"	"Livers & roes of fish, dried/smoked/salted/in brine"
"01030530"	"030530"	"Fish fillets, dried/salted/in brine but not smoked"
"01030541"	"030541"	"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for s ..."
"01030542"	"030542"	"Herrings (Clupea harengus/pallasii), smoked, incl. fillets"
"01030549"	"030549"	"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets"
"01030551"	"030551"	"Cod (Gadus morhua/ogac/macrocephalus), dried, whether or not salted but not ..."
"01030559"	"030559"	"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether or not ..."
"01030561"	"030561"	"Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine ..."
"01030562"	"030562"	"Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in bri ..."
"01030563"	"030563"	"Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
"01030569"	"030569"	"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac ..."
"010306"	"0306"	"Crustaceans, whether in shell or not"
"01030611"	"030611"	"Rock lobster & oth. sea crawfish (Palinurus spp., Panulirus spp., Jasus spp ..."
"01030612"	"030612"	"Lobsters (Homarus spp.), whether or not in shell, frozen"
"01030613"	"030613"	"Shrimps & prawns, whether or not in shell, frozen"
"01030614"	"030614"	"Crabs, whether or not in shell, frozen"
"01030619"	"030619"	"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets  ..."
"01030621"	"030621"	"Rock lobster & oth. sea crawfish (Palinurus spp., Panulirus spp., Jasus spp ..."
"01030622"	"030622"	"Lobsters (Homarus spp.), whether or not in shell, other than frozen"
"01030623"	"030623"	"Shrimps & prawns, whether or not in shell, other than frozen"
"01030624"	"030624"	"Crabs, whether or not in shell, other than frozen"
"01030629"	"030629"	"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pel ..."
"010307"	"0307"	"Molluscs, whether in shell or not"
"01030710"	"030710"	"Oysters, whether or not in shell, live/fresh/chilled/frozen/dried/salted/in ..."
"01030721"	"030721"	"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fr ..."
"01030729"	"030729"	"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other t ..."
"01030731"	"030731"	"Mussels (Mytilus spp., Perna spp.), live/fresh/chilled"
"01030739"	"030739"	"Mussels (Mytilus spp., Perna spp.), other than live/fresh/chilled"
"01030741"	"030741"	"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Om ..."
"01030749"	"030749"	"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Om ..."
"01030751"	"030751"	"Octopus (Octopus spp.), live/fresh/chilled"
"01030759"	"030759"	"Octopus (Octopus spp.), other than live/fresh/chilled"
"01030760"	"030760"	"Snails (excl. sea snails)"
"01030791"	"030791"	"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
"01030799"	"030799"	"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in ..."
"0104"	"04"	"Dairy produce; birds eggs; natural honey;"
"010401"	"0401"	"Milk and cream, not concentrated nor containing added sugar"
"01040110"	"040110"	"Milk & cream, not concentrated/sweetened, fat content by wt. not >1%"
"01040120"	"040120"	"Milk & cream, not concentrated/sweetened, fat content by wt. >1% but not >6 ..."
"01040130"	"040130"	"Milk & cream, not concentrated/sweetened, fat content by wt. >6%"
"010402"	"0402"	"Milk and cream, concentrated or containing added sugar"
"01040210"	"040210"	"Milk in powder/granules/oth. solid form, fat content by wt. not >1.5%"
"01040221"	"040221"	"Milk in powder/granules/oth. solid form, unsweetened, fat content by wt. >1 ..."
"01040229"	"040229"	"Milk in powder/granules/oth. solid form, sweetened, fat content by wt. >1.5 ..."
"01040291"	"040291"	"Milk & cream, concentrated (excl. in powder), unsweetened"
"01040299"	"040299"	"Milk & cream, concentrated (excl. in powder), sweetened"
"010403"	"0403"	"Buttermilk, curdled milk and cream or yogurt"
"01040310"	"040310"	"Yogurt"
"01040390"	"040390"	"Buttermilk/curdled milk & cream/kephir & oth. fermented/acidified milk & cr ..."
"010404"	"0404"	"Whey, whether or not concentrated or containing added sugar"
"01040410"	"040410"	"Whey & modified whey, whether or not concentrated/sweetened"
"01040490"	"040490"	"Milk prods. of nat. milk constituents, whether or not sweetened, n.e.s."
"010405"	"0405"	"Butter and other fats and oils derived from milk; dairy spreads."
"01040510"	"040510"	"Butter"
"01040520"	"040520"	"Dairy spreads"
"01040590"	"040590"	"Fats & oils derived from milk, other than butter & dairy spreads"
"010406"	"0406"	"Cheese and curd."
"01040610"	"040610"	"Fresh (unripened/uncured) cheese, incl. whey cheese, & curd"
"01040620"	"040620"	"Grated/powdered cheese, of all kinds"
"01040630"	"040630"	"Processed cheese, not grated/powdered"
"01040640"	"040640"	"Blue-veined cheese"
"01040690"	"040690"	"Cheese (excl. of 0406.10-0406.40)"
"010407"	"0407"	"Birds' eggs, in shell, fresh, preserved or cooked."
"01040700"	"040700"	"Birds' eggs, in shell, fresh/presvd./cooked"
"010408"	"0408"	"Birds' eggs, not in shell, and egg yolks"
"01040811"	"040811"	"Egg yolks, dried, whether or not cont. added sugar/oth. sweetening matter"
"01040819"	"040819"	"Egg yolks (excl. dried), whether or not cont. added sugar/oth. sweetening m ..."
"01040891"	"040891"	"Birds' eggs, not in shell (excl. yolks), dried, whether or not cont. added  ..."
"01040899"	"040899"	"Birds' eggs, not in shell (excl. yolks), other than dried, whether or not c ..."
"010409"	"0409"	"Natural honey."
"01040900"	"040900"	"Natural honey"
"010410"	"0410"	"Edible products of animal origin, not elsewhere specified"
"01041000"	"041000"	"Edible prods. of animal origin, n.e.s."
"0105"	"05"	"Products of animal origin, not elsewhere specified"
"010501"	"0501"	"Human hair, unworked, whether or not washed or scoured; waste of human hair ..."
"01050100"	"050100"	"Human hair, unwkd., whether or not washed/scoured; waste of human hair"
"010502"	"0502"	"Pigs', hogs' or boars' bristles and hair;"
"01050210"	"050210"	"Pigs'/hogs'/boars' bristles & hair & waste thereof"
"01050290"	"050290"	"Badger hair & oth. brush making hair; waste of such bristles/hair"
"010503"	"0503"	"Horsehair and horsehair waste"
"01050300"	"050300"	"Horsehair & horsehair waste, whether or not put up as a layer with/without  ..."
"010504"	"0504"	"Guts, bladders and stomachs of animals (other than fish)"
"01050400"	"050400"	"Guts, bladders & stomachs of animals (other than fish), whole & pieces ther ..."
"010505"	"0505"	"Skins and other parts of birds, with their feathers or down"
"01050510"	"050510"	"Feathers of a kind used for stuffing; down"
"01050590"	"050590"	"Skins & oth. parts of birds with feathers/down; feathers & parts of feather ..."
"010506"	"0506"	"Bones and horn-cores, unworked, defatted"
"01050610"	"050610"	"Ossein & bones treated with acid"
"01050690"	"050690"	"Bones & horn-cores, unwkd., defatted, simply prepd. but not cut to shape, t ..."
"010507"	"0507"	"Ivory, tortoise-shell, whalebone, horns, antlers, hooves, nails, etc"
"01050710"	"050710"	"Ivory; ivory powder & waste"
"01050790"	"050790"	"Tortoise-shell, whalebone & whalebone hair, horns, antlers, hooves, nails,  ..."
"010508"	"0508"	"Coral and similar materials, unworked or simply prepared"
"01050800"	"050800"	"Coral & sim. mats.; shells of molluscs/crustaceans/echinoderms & cuttle-bon ..."
"010509"	"0509"	"Natural sponges of animal origin."
"01050900"	"050900"	"Natural sponges of animal origin"
"010510"	"0510"	"Ambergris, castoreum, civet and musk;"
"01051000"	"051000"	"Ambergris, castoreum, civet & musk; cantharides; bile; glands & oth. animal ..."
"010511"	"0511"	"Animal products not elsewhere specified or included;"
"01051110"	"051110"	"Bovine semen"
"01051191"	"051191"	"Products of fish/crustaceans, molluscs/oth. aquatic invertebrates; dead ani ..."
"01051199"	"051199"	"Animal prods., n.e.s.; dead animals of Ch.1, unfit for human consumption"
"0206"	"06"	"Live trees and other plants;"
"020601"	"0601"	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes"
"02060110"	"060110"	"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant"
"02060120"	"060120"	"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, in growth/in flowe ..."
"020602"	"0602"	"Other live plants (including their roots), cuttings and slips"
"02060210"	"060210"	"Unrooted cuttings & slips"
"02060220"	"060220"	"Trees, shrubs & bushes, grafted/not, of kinds which bear edible fruit/nuts, ..."
"02060230"	"060230"	"Rhododendrons & azaleas, grafted/not. incl. their roots"
"02060240"	"060240"	"Roses, grafted/not, incl. their roots"
"02060290"	"060290"	"Live plants, n.e.s., incl. their roots; mushroom spawn"
"020603"	"0603"	"Cut flowers and flower buds of a kind suitable for bouquets"
"02060310"	"060310"	"Cut flowers & flower buds of a kind suit. for bouquets/ornamental purps., f ..."
"02060390"	"060390"	"Cut flowers & flower buds of a kind suit. for bouquets/ornamental purps., d ..."
"020604"	"0604"	"Foliage, branches and other parts of plants"
"02060410"	"060410"	"Mosses & lichens"
"02060491"	"060491"	"Foliage, branches & oth. parts of plants, without flowers/flower buds, & gr ..."
"02060499"	"060499"	"Foliage, branches & oth. parts of plants...being gds. of a kind suit. for b ..."
"0207"	"07"	"Edible vegetables and certain roots and tubers"
"020701"	"0701"	"Potatoes, fresh or chilled."
"02070110"	"070110"	"Seed potatoes, fresh/chilled"
"02070190"	"070190"	"Potatoes other than seed potatoes, fresh/chilled"
"020702"	"0702"	"Tomatoes, fresh or chilled."
"02070200"	"070200"	"Tomatoes, fresh/chilled"
"020703"	"0703"	"Onions, shallots, garlic, leeks and other alliaceous vegetables"
"02070310"	"070310"	"Onions & shallots, fresh/chilled"
"02070320"	"070320"	"Garlic, fresh/chilled"
"02070390"	"070390"	"Leeks & oth. alliaceous vegetables, fresh/chilled"
"020704"	"0704"	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas"
"02070410"	"070410"	"Cauliflowers & headed broccoli, fresh/chilled"
"02070420"	"070420"	"Brussels sprouts, fresh/chilled"
"02070490"	"070490"	"Cabbages, kohlrabi, kale & sim. edible brassicas (excl. cauliflowers, heade ..."
"020705"	"0705"	"Lettuce (Lactuca sativa) and chicory (Cichorium spp.)"
"02070511"	"070511"	"Cabbage lettuce (head lettuce), fresh/chilled"
"02070519"	"070519"	"Lettuce (Lactuca sativa) (excl. cabbage lettuce) fresh/chilled"
"02070521"	"070521"	"Witloof chicory (Cichorium intybus var. foliosum), fresh/chilled"
"02070529"	"070529"	"Chicory (excl. witloof chicory), fresh/chilled"
"020706"	"0706"	"Carrots, turnips and similar edible roots,"
"02070610"	"070610"	"Carrots & turnips, fresh/chilled"
"02070690"	"070690"	"Salad beetroot, salsify, celeriac, radishes & sim. edible roots (excl. carr ..."
"020707"	"0707"	"Cucumbers and gherkins, fresh or chilled."
"02070700"	"070700"	"Cucumbers & gherkins, fresh/chilled"
"020708"	"0708"	"Leguminous vegetables, shelled or unshelled, fresh or chilled."
"02070810"	"070810"	"Peas (Pisum sativum), shelled/unshelled, fresh/chilled"
"02070820"	"070820"	"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled"
"02070890"	"070890"	"Leguminous vegetables (excl. of 0708.10 & 0708.20), shelled/unshelled, fres ..."
"020709"	"0709"	"Other vegetables, fresh or chilled."
"02070910"	"070910"	"Globe artichokes, fresh/chilled"
"02070920"	"070920"	"Asparagus, fresh/chilled"
"02070930"	"070930"	"Aubergines (egg-plants), fresh/chilled"
"02070940"	"070940"	"Celery (excl. celeriac), fresh/chilled"
"02070951"	"070951"	"Mushrooms of the genus Agaricus, fresh/chilled"
"02070952"	"070952"	"Truffles, fresh/chilled"
"02070959"	"070959"	"Mushrooms other than of the genus Agaricus, fresh/chilled"
"02070960"	"070960"	"Fruits of the genera Capsicum/Pimenta, fresh/chilled"
"02070970"	"070970"	"Spinach, New Zealand spinach & orache spinach (garden spinach), fresh/chill ..."
"02070990"	"070990"	"Vegetables, n.e.s., fresh/chilled"
"020710"	"0710"	"Vegetables (uncooked), frozen."
"02071010"	"071010"	"Potatoes, uncooked/cooked by steaming/boiling in water, frozen"
"02071021"	"071021"	"Peas (Pisum sativum), shelled/unshelled, uncooked/cooked by steaming/boilin ..."
"02071022"	"071022"	"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, uncooked/cooked by s ..."
"02071029"	"071029"	"Leguminous vegetables (excl. of 0710.21 & 0710.22), shelled/unshelled, unco ..."
"02071030"	"071030"	"Spinach, New Zealand spinach & orache spinach (garden spinach), uncooked/co ..."
"02071040"	"071040"	"Sweet corn, uncooked/cooked by steaming/boiling in water, frozen"
"02071080"	"071080"	"Vegetables, n.e.s., uncooked/cooked by steaming/boiling in water, frozen"
"02071090"	"071090"	"Mixtures of vegetables, uncooked/cooked by steaming/boiling in water, froze ..."
"020711"	"0711"	"Vegetables provisionally preserved"
"02071120"	"071120"	"Olives, provisionally presvd."
"02071130"	"071130"	"Capers, provisionally presvd."
"02071140"	"071140"	"Cucumbers & gherkins, provisionally presvd."
"02071151"	"071151"	"Mushrooms of the genus Agaricus, provisionally presvd."
"02071159"	"071159"	"Mushrooms other than of the genus Agaricus, provisionally presvd."
"02071190"	"071190"	"Vegetables (excl. olives/capers/cucumbers & gherkins/mushrooms), provisiona ..."
"020712"	"0712"	"Dried vegetables, whole, cut, sliced, broken or in powder"
"02071220"	"071220"	"Onions, dried, whole/cut/sliced/broken/in powder but not furth. prepd."
"02071231"	"071231"	"Mushrooms of the genus Agaricus, dried, whole/cut/sliced/broken/in powder b ..."
"02071232"	"071232"	"Wood ears (Auricularia spp.), dried, whole/cut/sliced/broken/in powder but  ..."
"02071233"	"071233"	"Jelly fungi (Tremella spp.), dried, whole/cut/sliced/broken/in powder but n ..."
"02071239"	"071239"	"Mushrooms (excl. of 0712.31-0712.33) & truffles, dried, whole/cut/sliced/br ..."
